,utente,commento,hotel,dataIns,rating
762,Capric73,"Siamo stati ad agosto con amici e bambini. Ottima posizione difronte alla spiaggia, praticamente basta attraversare la strada. Arredamento un po datato, le camere ristrutturate descritte nelle foto del loro sito non erano più disponibili al momento della prenotazione effettuata a .. ""febbraio""..  Personale gentilissimo e disponibile. Un ringraziamento a Valerio, cameriere di sala, per averci servito sempre col sorriso. La qualità del cibo invece a mio parere un po sotto la media, magari puntare piu sulla qualità che sulla quantità, essendo un 3 stelle ci si aspetta un piu di cura in questo. Ottimo il prezzo proposto, essendo zona Brasile di Misano, i prezzi sono piu bassi rispetto al centro del paese. Nel complesso siamo stati bene.…",Hotel Touring,2019-07-05,3 stelle
763,Cre C,"Sono due anni che soggiorno in questo hotel per dei fine settimana! A livello di prezzi è uno dei pochi “onesti” a parere mio. La struttura,a conduzione familiare, non è nuova ma è tenuta molto bene! Sono molto cordiali e disponibili i proprietari. Colazione abbondante e pranzi ricchi e genuini. Iido a pochi passi tenuto bene. Adatto per famiglie e per ragazzi! Riccione a pochi chilometri, raggiungibile anche con il bus avendo la fermata davanti alla struttura.…",Hotel Touring,2019-07-05,4 stelle
764,Andrea P,"Posizione ottima , fronte mare . Camera già allestita con tre letti separati , pulizia , accoglienza e ospitalità. Camera spaziosa con tutto quello che serve. Inoltre la colazione ha sia dolce ce salato con possibilità a richiesta di farsi fare anche le frittate. nel complesso buono , stile hotel della riviera però mai tirato via essenziale diciamo. non ho mai usufruito del pranzo e della cena  che si ordinano tra una scelta nel menu esposto alla  receprion. Personale gentile , accogliente e disponibile . Siamo stati davvero bene.…",Hotel Touring,2019-07-05,4 stelle
765,SIXPACK_01,"Un semplice tre stelle con un'ottima posizione. Basta attraversare la strada e si è in spiaggia. Colazione molto spartana consumata nei tavoli all'ingresso dell'Hotel. Arredamento e rifiniture un po datati. Personale tutto gentilissimo e curata la pulizia degli ambienti. Insonorizzazione delle stanze insufficiente ... ho avuto la sfortuna di avere una ragazza vicina di stanza che non stava bene e mi sembrava di averla di fianco al letto. Comunque per impegno, gentilezza e la pulizia i ragazzi sono da premiare e anche il prezzo pagato è molto buono.",Hotel Touring,2019-07-05,3 stelle
766,MelaB84,"Sono stata lo scorso weekend in questo albergo insieme a mio marito e alla mia bimba di 7 mesi. Lo staff ancor prima di arrivare si è dimostrato molto disponibile e attento. Su mia richiesta hanno fatto trovare in stanza un lettino x la piccola e la stanza in sé era spaziosa e con balcone e vista sul mare,il quale è a pochi passi dall'hotel. Colazione con buona scelta e abbondante. Per chi viaggia in macchina si possono caricare e scaricare le valigie davanti all'hotel e poi parcheggiare a poche centinaia di metri in un parcheggio custodito per 5€ al giorno,molto comodo. Resta impressa la gentilezza di tutto lo staff, soprattutto del simpatico Alberto che ci ha assistito attentamente durante il nostro soggiorno ed è anche riuscito a fare  amicizia con la nostra piccolina. Ci auguriamo di tornare a trovarvi.",Hotel Touring,2019-07-05,5 stelle
767,Sara Davicco,Io e il mio compagno abbiamo soggiornato in questo hotel un week-end per andare a girare nel circuito di Misano.. personale super gentile e super disponibile a ogni esigenza.. albergo pulitissimo è molto molto ben curato.. panorama dalla stanza favoloso proprio sul mare.. stanze accoglienti e con tutto il necessario per un bellissimo soggiorno.. colazione molto abbondante per soddisfare le esigenze e i gusti di tutti.. sicuramente ci torneremo l’anno prossimo.. lo consiglio a tutti!,Hotel Touring,2019-07-05,5 stelle
768,Valentina D,"Hotel pulito e ben tenuto con servizio di pensione completa disponibile (scelta tra due primi, due secondi e dessert; colazione a buffet abbastanza fornito). Cucina casalinga ma buona e servizio cordiale. Il punto di forza di questo albergo è la posizione: situato di fronte al mare, permette l'accesso diretto alla spiaggia semplicemente attraversando la strada e ha molte camere vista mare. Molto tranquillo e frequentato da numerose famiglie con bambini piccoli",Hotel Touring,2019-07-05,4 stelle
769,Emanuela19711971,"Hotel posizionato molto bene, pulitissimo e personale cortese ma un po come dire vecchio nell'arredamento specialmente le stanze che andrebbero un po modernizzate. Il bagno era un po messo male e la cabina doccia era rotta...ma per il resto posso dire che siamo stati veramente bene e abbiamo mangiato altrettanto bene.Grazie di tutto!!Emanuela",Hotel Touring,2019-07-05,3 stelle
770,Sandro M,"hotel molto buono in una buona posizione ... praticamente frontemare ,personale molto accogliente consigliato...io sono andato per il Week  del  motomondiale ... con una passaggiatina  di mezzoretta si arriva  all' autodromo...",Hotel Touring,2019-07-05,4 stelle
771,Robbina68,"Personale eccellente,molto presente e gentile. Un encomio particolare alla dolcissima Naomi !!!! Camere pulitissime e cibo buono. Posizione ottima proprio di fronte al mare.Hotel a gestione familiare..ti senti coccolato come a casa!!!",Hotel Touring,2019-07-05,4 stelle
772,CINZIA0910,"Dopo 30 anni che andiamo a Misano Adriatico abbiamo voluto cambiare scegliendo un Hotel difronte al mare e che dire...L'Hotel Touring ha soddisfatto a pieno le nostre aspettative, svegliarsi ed addormentarsi vedendo il mare è una cosa impagabile. Inoltre abbiamo trovato gentilezza,cordialità sembrava di essere una famiglia allargata e che dire di Cinzia la proprietaria dell'hotel, una ventata di allegria. Non parliamo del mangiare, buonissimo ed abbondante. Le camere sono stile anni '80,  onestamente a noi sono piaciute molto!!! Del resto in camera si va solo per dormire. La pulizia ottima...insomma torneremo sicuramente!Grazieeee di tutto!!!!",Hotel Touring,2019-07-05,5 stelle
773,HHHveneto,"Abbiamo soggiornato per 2 notti in occasione di un matrimonio al Moi, h Situato frontemare in posizione ottima, personale davvero gentile e premuroso nella accoglienza e poi durante tutto il soggiorno, non abbiamo pranzato ne cenato ma solo usufruito della colazione che è stata soddisfacente, avevamo una camera vista mare al terzo piano, una vista meravigliosa sulla riviera che da sola vale il prezzo della camera per altro pulita e confortevole seppur semplice nell'arredamento.Hotel consigliatissimo.",Hotel Touring,2019-07-05,4 stelle
774,Filomena C,"Cosa dire del nostro soggiorno presso il Touring Hotel : Fantastico.Titolari, Personale di sala, ragazze della reception, personale addetto alla pulizia, cibo...:TUTTO ECCELLENTE.Posizione dell'hotel invidiabile proprio fronte mare.Consiglio Vivamente questa struttura.",Hotel Touring,2019-07-05,5 stelle
775,Claudio S,"L'hotel è in ottima posizione proprio di fronte alla spiaggia e al mare ...personale cordialissimo ,ottima colazione ,pranzo e cena compresi i bis .....unica pecca la mia camera singola era piccola con un letto piccolo   e con una mezza finestra senza balconcino come in altri hotel e la doccia usciva pochissima acqua",Hotel Touring,2019-07-05,4 stelle
776,Laura Maria B,"Siamo stati per una settimana,bella spiaggia,personale delizioso,ottima cucina abbondante,camere pulite,siamo stati davvero bene e che dire della stanza da noi prenotata all'attico?Bella,spaziosa,pulita e con un bellissimo e grande terrazzo,vista panoramica del mare,i miei cani lo hanno apprezzato molto,e pure noi già ci manca !!!!!!!!!!!",Hotel Touring,2019-07-05,5 stelle
777,Gianluca,"Un soggiorno all'insegna del total relax, ospitalità della struttura a gestione familiare, la qualità del cibo, le attenzioni ai clienti compreso gli animali...formula all inclusive senza pensieri 😃Arrivederci a presto",Hotel Touring,2019-07-05,4 stelle
778,aucarloc,"Ami la spiaggia? Attraversi la strada e....non hai che la scelta!Ami le passeggiate? Attraversi la strada e ...km di ciclo-pedonale lungo la spiaggia.Ami la bicicletta? Attraversi la strada e... raggiungi Riccione, Rimini, Cattolica, Parco del fiume Conca (Oasi wwf) Ami lo shopping? Attraversi la strada e....cammina cammina, arrivi nel cuore pulsante della movida di Riccione.Ami gli animali?  Acquario Cattolica e Oltremare di Riccione.  Ami la buona tavola? Attraversi la porta della sala pranzo e.....non vai più via!",Hotel Touring,2019-07-05,4 stelle
779,CeciliaFar,"È uno dei numerosi hotel sul lungomare, al confine con Riccione. L'hotel dal punto di vista della struttura è un tipico hotel a tre stelle. La camera era in linea con le attese. Come faccio notare spesso, in questa categoria di hotel la camera singola è piuttosto piccola e purtroppo dotata di letto singolo. Ma questa è una caratteristica comune a tutti gli hotel a tre stelle della zona che io ho frequentato. La doppia uso singola non esiste. A parte questo, che appunto non riguarda solo iltouring, quello che va sottolineato é l'estrema gentilezza e disponibilità dello staff e dei titolari, la posizione ottima, una buona colazione e un buon rapporto qualità prezzo.",Hotel Touring,2019-07-05,4 stelle
780,MonyMarco08,"La famiglia Galli ha la capacità di farti sentire davvero a casa, il personale è molto cordiale e sempre disponibile a fornire informazioni e consigli utili su come sfruttare al meglio il soggiorno a Misano. L' albergo offre un menù, sia a pranzo che a cena, ricco e variegato (anche per intolleranze di ogni tipo) e la colazione è davvero irrinunciabile. A due passi dal mare, la zona è davvero tranquilla ma allo stesso tempo strategica perché vicina a punti di interesse come il circuito di Misano, Riccione e Cattolica facilmente raggiungibili in autobus e altri. Rapporto qualità prezzo davvero valido.…",Hotel Aquila D'Oro,2019-07-05,5 stelle
781,marcello f,"Ho trascorso 2 giorni in questo hotel in zona tranquilla ma a 2 minuti dal mare,molto pulito e rinnovato,i titolari e il tutto il personale sono stati gentilissimi e sempre attenti alle nostre esigenze senza mai essere  invadenti,colazione e pasti molto buoni quindi complimenti pure ai cuochi. Lo consiglio e sicuramente ci tornero' pure io presto.…",Hotel Aquila D'Oro,2019-07-05,4 stelle
782,giadac0211,"avevamo prenotato una settimana d'Agosto in un hotel di Misano, al giorno della partenza abbiamo deciso di prolungare di qualche altro giorno, ma non avendo più disponibilità il nostro hotel, abbiamo cercato qualcos'altro nella zona e le uniche disponibilità erano su questo hotel. pur frequentando da anni Misano Br non conoscevo l'hotel non essendo ""a vista"" sulle vie principali, ma ne sono rimasta particolarmente colpita dalla zona bar e l'esterno completamente rinnovati.. le stanze sono spartane, sala pranzo molto grande e accogliente, sono stati molto gentili i figli (credo), mentre nota dolente il padre..  (come già qualcuno ha menzionato).. a volte risultava poco garbato sia nei confronti dei clienti che con il personale di sala.. per il resto è andato tutto bene, anche con un bimbo piccolino hanno saputo venire incontro a tutte le nostre esigenze.…",Hotel Aquila D'Oro,2019-07-05,4 stelle
783,Manuela,"Stiamo tornando ora da un fine settimana in questo albergo! Ci siamo trovate benissimo per la cordialità e la gentilezza del personale, l’ottima pulizia, la colazione abbondante e soprattutto la meravigliosa spa con vasca idromassaggio, bagno turco e sauna sulla terrazza dell’hotel! Stupendo! Consigliamo assolutamente!... e noi speriamo di poter ripetere presto!…",Hotel Aquila D'Oro,2019-07-05,5 stelle
784,Max,Pulizia la top cortesia e gentilezza prevalgono su tutto materasso molto comodo con 4 cuscini giganti colazione perfetta di qualità . Solo un piccolo intoppo in camera di fianco O al piano superiore avevo una coppia molto affiatata tanto che si sentivano ansimare la signora come se fosse al mio fianco .... comunque bella nottata divertito (insonorizzate un pochino le camere )  …,Hotel Aquila D'Oro,2019-07-05,5 stelle
785,Renato,"Conosciuto per caso anni fa... sicuramente uno di migliori in Romagna.. Gestione familiare accurata e appassionata per il proprio lavoro.Struttura,cibo, posizione,servizi perfetti..Vicino al mare al centro e in posizione davvero tranquilla,rinnovato da poco con grande gusto...ottimo!",Hotel Aquila D'Oro,2019-07-05,5 stelle
786,Marco M,"All’ultimo minuto decido di prenotare la seconda di settembre per uno stop prima della corsa verso il Natale. Dopo varie ricerche scrivo direttamente all’hotel per vedere che offerta mi fanno e devo dire che 69€ al gg in pensione completa è molto buono. Riguardo all’hotel nulla da dire, camere molto pulite e bagno grande, forse unica pecca rinnovare un minimo i televisori, ma sono piccolezze. Per quanto riguarda il mangiare tutto molto buono e soprattutto ampia scelta, oltre al fatto che nonostante l’hotel fosse quasi vuoto il buffet di verdure era comunque vario. Hotel consigliato",Hotel Aquila D'Oro,2019-07-05,4 stelle
787,Elisabetta19betta,"Ottimo Hotel i una zona tranquilla vicino a Misano centro raggiungibile con una bella passeggiata lungo il mare, Riccione e Cattolica sono a pochi minuti di autobus.Hotel è a gestione famigliare, la famiglia Galli è molto cortese ed ospitale attenta alle esigenze del cliente. L' hotel ha una bellissima reception da poco ristrutturata camere comode ben arredate con tutti i confort. ottima pulizia. Buonissima la cucina in particolare modo il buffet sia a colazione che a pranzo e cena. Hotel offre varie soluzioni dalla mezza pensione al tutto compreso inclusa la spiaggia e le bevande ai pasti. Questa l'ho trovata un'ottima e conveniente soluzione.  Vengo con la mia famiglia da tantissimi anni (20...) e torno sempre molto volentieri!!!Dimenticavo hotel dispone anche di Centro benessere relax.",Hotel Aquila D'Oro,2019-07-05,5 stelle
