,utente,commento,hotel,dataIns
1306,Laura B,"Avevamo soggiornato al NEW CAMPING LE TAMERICI, lo scorso anno per un week end. Avevamo notato 2 criteri fondamentali: la pulizia e l’organizzazione dei servizi. Quest’anno abbiamo deciso di organizzare la vacanza post anno scolastico per rilassarci e rigenerarci….non pensavamo di passare una delle nostre migliori vacanze.La sistemazione in glamping, è ottima. Le strutture sono nuove e dotate di ottimi servizi, bagno e cucina. Dotate, inoltre, di ottimi sistemi di aerazione che non creano l’effetto serra!Se il villaggio è ben curato, pulito e organizzato nei servizi di ristorazione (market, ristorante e bar), oltre ai servizi aggintivi (parrucchiere, bancomat, lavatrice ed asciugatrice a gettoni) ma ciò che stupisce sono i ragazzi dell’animazione. Sono un qualcosa di unico! Sono pochi (al momento l’equipe non è al completo) ma la loro energia, vitalità e spensieratezza, hanno reso la nostra vacanza PERFETTA! Ti rendono partecipi senza eccedere, coinvolgono gli ospiti con discrezione ed alla fine sei tu che cercherai loro. Si presentano con un programma di animazione che nulla a che vedere con i villaggi turistici dei grandi tour operator.Coordinati da Carlotta, Responsabile attività, un concentrato di solarità, energia che travolge tutta l’equipe: il Super tecnologico Tecnico Suono e Luci, Samuele ed i ragazzi che si prendono cura, VERAMENTE, dei piccolini Antonio (non esistono aggettivi per definirlo) e le dolcissime, premurosissime e sempre sorridenti Marta e Margherita.Siamo tornati da poche ore e già la voglia di tornare è tanta.Che dire….se la prima volta ci siamo trovati bene, la seconda la possiamo definire eccellente, non rimane che riprovare una terza volta per avere la conferma alla nostra recensione.",New Camping Le Tamerici,2019-07-05,4 stelle
1307,gyo t,"campeggio molto tranquillo, pulito e ospitale. Piscina pulita, bagni puliti, luoghi comuni puliti. Personale cordiale. All'interno è presente un bazar, un market, un ristorante e un parrucchiere e anche un bancomat. C'è da fare una passeggiata per arrivare al mare, dal campeggio si deve attraversare un viottolo lungo il parcheggio e poi la pineta (bellissima). Noleggiano anche biciclette all'interno del campeggio. Unico neo a volerne trovare, il rumore del campo di tiro al piattello nelle vicinanze ma alla fine ci si abitua e non si sente più. Se volete la tv nella casa mobile fate attenzione perché la nostra non l'aveva ma era pulitissima e con aria condizionata. Dimenticavo ...la pizza al ristorante è buonissima.",New Camping Le Tamerici,2019-07-05,4 stelle
1308,Pierluigi M,"Rientrati da quasi una settimana e già è tanta la voglia di tornarci... campeggio intimo e accogliente a misura di famiglia, una vacanza di quelle che non si facevano da molto tempo grazie a 5 splendidi ragazzi dell’animazione; spontanei e amorevoli con i bambini, nonostante la giovane età hanno grande maturità e tutto l’entusiasmo di chi si impegna e trasmette sentimenti con passione e semplicità. Un grazie speciale a Carlotta Antonio Samuele Marta e Margherita che hanno contribuito a lasciarci ricordi che resteranno impressi nella memoria e nel cuore!!Consiglio a tutti di provare questo villaggio per una vacanza in famiglia",New Camping Le Tamerici,2019-07-05,5 stelle
1309,Carla2266,"Da alcuni anni trascorro le mie vacanze in questo campeggio che io definisco villaggio. Ogni anno ci sono novità. Quest'anno hanno messo nuovi giochi e uno scivolo in piscina per i bimbi più piccoli.Il personale gentile sempre attento e pronto per soddisfare ogni tua necessità. Il mare si raggiunge dopo una breve passeggiata in pineta. Piazzole ampie e diversi blocchi di servizi. La pulizia in tutte le aree è il top.Comodo per visitare anche altre città, quindi da utilizzare non solo in alta stagione.",New Camping Le Tamerici,2019-07-05,5 stelle
1310,Giorgia Di Sarno,"Abbiamo soggiornato 4 notti in questo campeggio durante le vacanze di pasqua. Personale molto cordiale e luogo accogliente. Bagni abbastanza puliti, acqua calda immediata. Ci sono bazar e market all’interno, piscina, e ristorante (non lo abbiamo provato). Prezzi assolutamente abbordabili (24.80€ x due adulti al giorno nei giorni di festa). Perfetto per rilassarsi ma anche divertirsi se si è in compagnia... si trova a pochi passi dal mare e dal centro del paese, comodissimo, consigliassimo!",New Camping Le Tamerici,2019-07-05,4 stelle
1311,simbar79,"Finalmente e' iniziata la stagione 2019!!! Non vedevamo l' ora. Grazie per la pulizia che ci avete fatto trovare nelle piazzole e nei luoghi in comune , grazie per le tante novita'!!! Soprattutto per i piu' piccini!  W il campeggio Le Tamerici!!!",New Camping Le Tamerici,2019-07-05,5 stelle
1312,Sara M,"Abbiamo soggiornato in agosto, in una casetta, la Bine. Carina, con aria condizionata, letto comodo. Ma 900€ a settimana sono un furto.Market fornito per necessità, ristorante pizzeria meglio evitare: attesa di un'ora e mezza per due pizze e dolci congelati. Camerieri svogliati. Capisco eh, ma è il vostro lavoro ragazzi, e finché siete in sala il sorriso è un obbligo. Spiaggia a 10 minuti a piedi. Tutto sommato non mi sono trovata male, ma con il rapporto qualità/prezzo non ci siamo.",New Camping Le Tamerici,2019-07-05,3 stelle
1313,Leonardo L,"Siamo stai per il fine settimana e ci piacerebbe ritornare per un periodo più lungo. Il villaggio è molto carino, pulito con una grande piscina, a circa 10 minuti a piedi dalla spiaggia. Abbiamo soggiornato in una casetta mobile abbastanza grande, con due camere e due bagni e una enorme veranda. Alla reception sono stati così gentili da lasciarci anche l'intera giornata della data del check out in quanto non c'erano prenotazioni successive, grazie davvero!! Animazione STREPITOSA, tutti gentilissimi e molto carini con i bimbi, il plus di questo villaggio sicuramente, la baby dance con Elena e Corinne fantastica sono ballerine bravissime  e molto coinvolgenti. Unica nota negativa il BAR, struttura datata ma con prezzi da cartier, prezzi eccessivi e scarso servizio, per due aperitivi abbiamo pagato 15 euro e ci hanno dato solo un pacchetto di patatine. per il resto esperienza positivissima!",New Camping Le Tamerici,2019-07-05,5 stelle
1314,Alessandro V,"Il campeggio si presenta generalmente ben curato, la casa mobile in cui sono stato ospite era pulita e ben mantenuta. Non ci sono molti alberi, per cui la copertura ombrosa é minima. La piscina è una delle attrazioni principali, davvero molto bella; ottima esperienza con il ristorante interno. Rispetto agli anni passati l'animazione é parsa un po' sotto tono sia per empatia che per professionalità. Qualche schiamazzo di troppo nelle ore notturne, forse il personale addetto dovrebbe vigilare un po' di più.",New Camping Le Tamerici,2019-07-05,4 stelle
1315,Angela Martina N,"Abbiamo trascorso 2 settimane in questa struttura in un bungalow nella seconda metà di agosto, due adulti e due bimbi di 1 e 4 anni. La nostra esperienza ha sia lati positivi che negativi, iniziamo da questi ultimi....Il problema maggiore è che i bungalow sono vecchi. Ma proprio vecchi vecchi. I serramenti non tengono, i sanitari (doccia, WC, lavandino) sono decrepiti e come minimo andrebbe cambiata tutta la rubinetteria. Anche gli arredi sono veramente antiquati e non proprio pulitissimi. C'è un minuscolo angolo cottura con un lavello, ma manca uno sgocciolatoio per i piatti e almeno qualche piccolo gancio o mensola per appoggiare le cose (e in generale mancano mobiletti o piani d'appoggio, anche in bagno). L'attrezzatura come piatti, pentole ecc è ridotta all'osso. Di sicuro c'è qualche problema organizzativo in reception. Pur avendo prenotato da 2 mesi con richiesta di un kit per neonato (lettino + seggiolone) non lo abbiamo trovato in bungalow all'arrivo: ci è stato consegnato molto tardi, e abbiamo dovuto chiedere noi di togliere uno dei due letti singoli per far posto al lettino, altrimenti non ci saremmo potuti nemmeno girare nel poco spazio disponibile.Altra cosa spiacevole è il fatto di dover pagare in piscina per sdraio e lettino, quando dovrebbero essere ovviamente a disposizione di clienti che hanno già pagato per la vacanza. Sul fatto che esista un listino prezzi addirittura per il gonfiaggio dei materassini non commento, mi pare davvero una cosa assurda.Passiamo agli aspetti positivi. A noi è piaciuta molto la posizione accanto alla pineta, e in generale la tranquillità del posto. Nel campeggio il clima è molto easy e rilassato. La pulizia è costante e i cassonetti dell'immondizia sono svuotati più volte al giorno, quindi non c'è mai odore sgradevole o sporcizia. L'animazione per i piccoli è stata valida e la nostra bambina ha molto apprezzato il mini club, i ragazzi dell'animazione si sono impegnati parecchio e con buoni risultati. Una sera si è sviluppato un piccolo principio di incendio fuori dal campeggio (probabilmente per qualche imbecille che nel parcheggio ha gettato la sigaretta nelle sterpaglie), e tutto il personale è stato davvero prontissimo a intervenire senza farsi prendere dal panico, e la cosa era già risolta ancor prima dell'arrivo dei vigili del fuoco.Insomma, nel complesso è stata una buona vacanza con i bambini ma consiglio ai gestori di rimodernare radicalmente l'area bungalow e di rivedere le politiche dei prezzi per i vari servizi. Penso comunque che ritorneremo!",New Camping Le Tamerici,2019-07-05,3 stelle
1316,Mic,"Sono stata al camping le Tamerici solo per qualche giorno, ma devo dire che mi sono trovata molto bene! Il campeggio è molto grande, non è sul mare, ma compensa con una bella piscina! All’interno del campeggio c’è un ristorante molto carino (conviene prenotare perché è sempre iper affollato) e un piccolo market, per ogni evenienza! I bagni sono molto puliti e mai troppo affollati.Vorrei comunque complimentarmi con tutto lo staff di animazione, sempre divertente e mai invasivo, soprattutto con Corinne, che nonostante la sua giovane età si è dimostrata molto brava e divertente nel suo lavoro! Le sue lezioni di fitness sono molto belle e si fanno volentieri! Complimenti anche a Michele e Joana, che gestiscono il mini club con passione e molta pazienza, intrattenendo i bambini con tantissimi giochi, e complimenti anche a Vida, per la simpatia e i tornei organizzati! Ultimo ma non per importanza, vorrei complimentarmi con Lucas, il ragazzo che sta alla reception, per la sua gentilezza, professionalità e disponibilità nel risolvere qualsiasi tipo di imprevisto! Consiglierei assolutamente questo campeggio!",New Camping Le Tamerici,2019-07-05,5 stelle
1317,Otna_bi,"Abbiamo soggiornato in un bungalow che visto le foto nel sito appariva invitante.Abbiamo trovato un frigo arrugginito, una doccia  dove non c'era l'impianto doccia.Le pareti assemblate e il colore ormai ingiallito, le finestre senza zanzariere per evitare mosche e zanzare. Area WIFI ristretta  alla zona piscina - bar, nel bazar indisponibilità di giornali.Esperienza non entusiasmante dato anche rapporto qualità/prezzo.",New Camping Le Tamerici,2019-07-05,2 stelle
1318,aldeser,"Abbiamo soggiornato per una settimana circa in una tenda sopraelevata. Esperienza bella! Un po piccola ma originale! Il campeggio è pulito e rilassante. L'animazione ha zoppicato un po. Ma giovani... forse prime esperienze... e con una spumeggiante ""carlotta"" alla guida, hanno fatto il loro lavoro.Ristorante ottimo! Pizze grandi e buone, pesce buono, personale deliziosamente gentile.",New Camping Le Tamerici,2019-07-05,3 stelle
1319,Bruna F,"Siamo stati in questo campeggio l'anno scorso e ci siamo trovati bene allora o chiamato per fissare per le nostre vacanze di agosto..Ci hanno sistemati in un bungalow puzzolente vecchio e degradato volevamo scappare....5notti 780 euro ,sono andata a dirli che forse avevano sbagliato e la risposta e stato che avendo un cane (il mio e 5kg di cane)non mi potevano dare un altro sistemazione che quello..giusto, o pagato per la permanenza del cane non e che era a gratis .O pagato per avere le lenzuola e mi li sono trovate li buttate sul letto,,nemmeno il letto rifatto e nemmeno un letto matrimoniale ma un divano letto che dovei farlo e disfare tutti i giorni..il copri divano macchiato e sudicio....sono state le vacanze piu brutte che abbiamo fatto non torneremo mai piu in questo posto .Già ..non esiste un armadio e nemmeno il mobili per la cucina,,visto che ce la cucina uno si aspetta anche dove mettere il mangiare a parte i vestiti che o dovuto tenere tutto in valigia tenendola sopra il tavolo in cucina...e se fuori pioveva e non potevi mangiare nel tavolo fuori ti toccava a mangiare con il piatto in mano ...",New Camping Le Tamerici,2019-07-05,1 stelle
1320,fede89sa,"Posto molto bello, e soprattutto rilassante. Avevamo chiesto io e il mio ragazzo un villino accessibile, e quello che ci hanno dato ha soddisfatto appieno le nostre aspettative. Spazi larghi, soprattutto il bagno.  Personale molto cordiale. Lo consigliamo! ",Toscana Biovillage,2019-07-05,5 stelle
1321,Federica D,"Abbiamo passato 4 giorni in totale relax! Un posto davvero rigenerativo! Le abitazioni sono fatte molto bene , con vasca idromassaggio nella camera da letto, pulizia impeccabile, piscina suggestiva e molto pulita, gentilezza e cordialità ! Si trova vicinissimo al mare e al centro del paese. Assolutamente pet friendly (per noi fondamentale con 3 cani) l’unico appunto : farei dei giardini senza possibilità di fuga per i nostri pelosi, e metterei delle luci più forti per il giardino delle abitazioni. È stata una bellissima vacanza ! Sicuramente torneremo.…",Toscana Biovillage,2019-07-05,5 stelle
1322,Patrizia S,"Voglio vivere li!!!! Villette singole, splendide, arredate con gusto, vasca idromassaggio in una camera matrimoniale grande e con materassi comodissimi!!! Non avrei mai voluto alzarmi la mattina!!! Corridoio con lavabo e mobile bagno, doccia enorme rivestita di una piacevole pietra dai rilassanti colori. Sul retro giardino enorme e sul davanti portico dove fare colazione all ombra o cenare in compagnia circondati da ulivi, rosmarino e lussureggianti oleandri!!!! Comode sdraio con materassino consentono di godersi in comodità un bicchiere di vino e le stelle!!! Nella moderna cucina non manca proprio nulla!!! Dagli asciugapiatti alla lavastoviglie, al microonde, al bollitore... Insomma... tutto!!!! Il viale che conduce alle abitazioni crea una splendida atmosfera, soprattutto la sera!!! La piscina è originale e piacevole! Tutto questo a pochi minuti di macchina da supermercati, mare, città d arte, e da Bolgheri, delizioso paesino famoso grazie al famoso poeta Carducci... Per quanto riguarda il prezzo... abbiamo speso come in un piccolissimo e vecchio bungalow in campeggio!!! Il mattino e fino alle 14 circa c è un bar che garantisce la colazione e qualche snack... Sabato e domenica è aperto anche dalle 16.30 alle 18.30... credo solo nei mesi di alta stagione... Che dire... ce la compreremmo volentieri una villetta!!!! Chissà....super consigliato!!!!…",Toscana Biovillage,2019-07-05,5 stelle
