,utente,commento,hotel,dataIns,rating
264,Steu62,"Ben collocato a Bergamo Città Alta, questo è un relais molto ben ristrutturato. Le camere abbastanza ampie e con arredi minimal ma confortevoli. Avevo prenotato una deluxe che tuttavia ho dovuto chiedere di cambiare poiché era purtroppo molto forte l'odore proveniente dalle cucine dovuto molto probabilmente a un problema con l'areazione. Come membro Indulged di Slh, in ragione del problema riscontrato anche dal personale dell'hotel, mi sarei aspettato un upgrade. Al contrario, mi viene assegnata una camera, a dir loro deluxe, ma con caratteristiche assolutamente differenti rispetto alla precedente. Un downgrade dunque! A questo punto al check out mi sarei almeno aspettato un gesto di cortesia e di eleganza, come l'abbuonarmi il costo del garage (ben 20 €!!!), ma anche in questo caso il nulla più assoluto fatte salve le scuse per l'inconveniente subito. Tornando alle caratteristiche dell'hotel (del ristorante parlo in recensione a parte), la SPA è molto piccola e può ospitare ben 4 persone al massimo. Colazione in area ristorante completa anche se l'offerta è molto standard con scelte molto comuni relativamente a prosciutti e formaggi così come per la parte dolce. Qualcosa in più dallo chef me lo sarei aspettato, magari con scelte più legate al territorio. Nel complesso dunque, disguido a parte, un buon hotel con buoni servizi, ma forse 5 stelle sono davvero troppe.…",Hotel Relais San Lorenzo,2019-07-05,4 stelle
265,Laura P,"Cena di coppia sabato sera, siamo arrivati con un'ora di ritardo per un imprevisto. Nonostante questo siamo stati accolti con gentilezza e coccolati per tutta la serata.Ottimi i piatti, nel gusto e nella vista, personale gentilissimo e cortese, location unica, superba.Una serata meravigliosa che ripeteremo sicuramente.Complimenti davvero, bravi!",Hotel Relais San Lorenzo,2019-07-05,5 stelle
266,Levraiverasoie,"Camere confortevoli e splendide, cornice incantevole, un sito archeologico insito nell'hotel che contribuisce a valorizzare un pezzetto di questa questa incredibile città piena di tesori e la sua parte più storica, ma..ma per chi si muove tra le mura di un hotel la parola d'ordine è  ospitalità: cioè fare tutto il possibile per farlo sentire come a casa.Spesso invece ci si trova davanti a persone che hanno un atteggiamento che poco ha a che fare con l'accoglienza.Succede così che alla richiesta di un tavolo per 8 ti rispondono che la Vigilia di Natalesi ha posto solo per 6. Sembra strano eppure succede. E ancora in altre occasioni t'invitano a concludere in fretta un pasto serale infastiditi dalla tua presenza.Succede a parenti, a cui hai indicato questo Hotel come uno dei migliori della zona, e ci rimani male, molto male. Peccato.",Hotel Relais San Lorenzo,2019-07-05,4 stelle
267,paolaOggiono,"Abbiamo organizzato qui la cena di Natale con amici.La location è davvero splendida, suggestiva. Merita di essere vista !!Servizio da ristorante stellato, mille attenzioni e cura di ogni dettaglio.Ottimi i piatti.",Hotel Relais San Lorenzo,2019-07-05,5 stelle
268,ema-art,"Personale gentilissimo, posizione perfetta... però: il centro benessere si esaurisce con un bagno turco e una sauna di piccole dimensioni dove non è possibile coricarsi; trattamenti fatti da operatori capaci ma in una stanza inidonea (luce che acceca mentre si è coricati), tempo max per l'utilizzo dalla spa 1h.Camera nella media, con piatto doccia venato.Sala colazioni di grande fascino. Rapporto qualità prezzo non adeguato.",Hotel Relais San Lorenzo,2019-07-05,3 stelle
269,reader,"Posizione fantastica, camere super, grande professionalità del personale. Il ristorante meriterebbe anche solo per l'atmosfera: cenare o fare colazione (ottima) tra le 'rovine' è unico. Piccola pecca: detto con ironia, servirebbe una laurea in ingegneria idraulica per capire come regolare la temperatura acqua-doccia. Alla fine comunque ce la si fa...",Hotel Relais San Lorenzo,2019-07-05,5 stelle
270,Antonio D,"Hotel in zona centrale (accesso in zona ZTL), tra le mura storiche di Bergamo. Camere ampie e confortevoli, ma il gioiello è il ristorante/bar, dove il moderno incontra la storia, dando agli avventori emozioni forti in una atmosfera unica.Per chi ne avesse l’occasione è un’esperienza esclusiva e unica, in ambiente di eccellenza.",Hotel Relais San Lorenzo,2019-07-05,5 stelle
271,Maurizio P,"Bella camera grande e moderna, spa piccola ma confortevole e ben gestita, ottimo servizio garage, ottima colazione, prezzo giusto, posizione fantastica. Consigliato, ottimo sia per affari che viaggio di coppia.",Hotel Relais San Lorenzo,2019-07-05,5 stelle
272,geraldine c,"Questo hotel situato all’interno delle mura di Bergamo Alta è meraviglioso! La posizione, le camere, il bar, il ristorante, l’estetica generale della struttura e il personale sono impeccabili. Consigliatissimo!",Hotel Relais San Lorenzo,2019-07-05,5 stelle
273,Andrea C,"Abbiamo usufruito del parcheggio dell'albergo. Siamo entrati con l'automobile dentro le mura della città alta e ci è stato fatto firmare il documento che ci autorizzava al passaggio nella zona a traffico limitato.La nostra camera era una ""premiere"", con capiente vasca da bagno di design, senza idromassaggio e zona bagno affacciata sulla zona notte in stile open space. doccia e servizi rimenavano comunque nascosti all'interno di strutture di vetro opaco. Ottima pulizia, acqua, caffè e tisane a disposizione senza supplementi.Abbiamo dormito benissimo, probabilmente grazie alla qualità del materasso.Il nostro week end romantico è stato impreziosito dall'utilizzo della spa, fruibile solo su prenotazione e fino a un massimo di 4 persone e da un massaggio di coppia che è stato fatto davvero in maniera egregia. La spa, nemmeno tanto piccola, è in un ambiente moderno ed elegante. Sauna e bagno turco, chiusi da splendide vetrate, possono essere fatti da, al massimo, due persone contemporaneamente. Poi c'è una sala relax con parete di sale, doccia emozionale, tinozza di acqua gelata, ma niente vasche idromassaggio. Non c'è personale presente, ma c'è il telefono per ogni evenienza.La colazione viene servita nello splendido ambiente del ristorante Hostaria, dove antiche mura romane sono state recuperate e inserite in una sala moderna la cui bellezza lascia senza parole. A differenza della cena, la colazione ci è piaciuta, con diverse torte fatte in casa, frutta e una parte di ""salato"". Tuttavia, per fare in modo che questo pasto venga ricordato, potrebbero osare qualcosa in più.A causa del meteo piovoso, non abbiamo visitato la terrazza panoramica e questo, insieme al fatto che questa struttura, seppur incastonata in un contesto antico, ha un design totalmente moderno, lineare ed elegante, perfino nei dipinti e nei soprammobili, non abbiamo percepito il Relais san Lorenzo come una location ""romantica"". Tende di più al ""business"", ma solo come percezione dell'ambiente, non come vocazione.La camera era stata presa tramite un'agenzia viaggi più di 300 €, ma costerebbe di meno prenotandola direttamente in struttura.Il massaggio 170 €, la cena 151 €, il parcheggio 20 €, la tassa di soggiorno 8 €...Insomma, non proprio un posto economico. Con prezzi simili, in passato, mi è capitato di vivere esperienze migliori di questa e, forse, anche con prezzi inferiori.Ciao.",Hotel Relais San Lorenzo,2019-07-05,4 stelle
274,Luciano B,"Hotel perfettamente tenuto, con tutte le comodità di un 5 stelle, camere perfette, bagni magnifici, letti comodissimi, un comfort ineccepibile.... colazione di alto livello, in un contesto unico e sorprendente... personale molto preparato, efficace e simpatico.Due cose strane in camera mi hanno lasciato un po'.. perplesso:le luci: per accendere una luce devi provare almeno 4 o 5 interruttori prima di trovare quello giusto... per spegnere, stessa cosa.. se premi un interruttore o si accendono tutte le luci, o due, oppure si spengono alcune, o tutte... perché fare semplice quando si può fare complicato?...rubinetti: un vero enigma! bisogna impegnarsi per capire come regolare intensità e temperatura.. o troppo forte, o troppo calda, o il contrario...Comunque rimane una struttura bellissima, in pieno centro di Bergamo alta, assolutamente da raccomandare.",Hotel Relais San Lorenzo,2019-07-05,5 stelle
275,Fradebstich,"Bellissimo e moderno relais 5 stelle in centro Bergamo alta. Abbiamo pernottato in una Suite con la miglior vista. Personale eccellente e gentile, camera pulitissima. Particolare la vasca in camere e i due lati dove c'erano rispettivamente doccia da una parte e bidè e gabinetto dall'altra. La Spa me la aspettavo più grande sinceramente. La colazione validissima con tante cose tra cui scegliere. Il servizio è adeguato alle stelle. Massima attenzione per il cliente. Bello mi sono proprio trovata bene. Grazie. Saluti",Hotel Relais San Lorenzo,2019-07-05,5 stelle
276,Jessica Bianchi,"Il mio ragazzo mi ha portato a cena in questo ristorante per il nostro anniversario, veramente indimenticabile. La location unica e di grande classe, uno spettacolo cenare in una grotta solo io e lui, molto romantico. Il cibo si vede subito che è di alta qualità e cucinato con molta creatività. Il servizio impeccabile e molto professionale. In questo ristorante il lusso non manca mai. I camerieri sono molto preparati e gentili, passavano spesso a vedere se avevamo bisogno di qualcosa. Veramente un'esperienza bellissima e indimenticabile. Il ristorante si trova in centro di Città Alta, ottima posizione per una passeggiata romantica dopo cena.",Hotel Relais San Lorenzo,2019-07-05,5 stelle
277,gabriella r,Struttura fantastica con ottima posizione nel centro di citta' alta a Bergamo. Pulitissimo e super moderno. Cibo di alta qualita'. Il design e' strepitoso le camere sono funzionali e pulitissime. Gli spazi comuni sono curatissimi. da ritornare,Hotel Relais San Lorenzo,2019-07-05,5 stelle
278,Simone V,"Ci sono stato per la prima volta sabato sera in coppia.Tutto perfetto! Location da togliere il fiato, unica. Cibo di alta qualità, cucinato con notevole creatività e ricercatezza dallo chef (che alla fine della cena si è presentato al tavolo per salutare e chiedere come fosse andata la serata!).Pianoforte suonato dal vivo che rende tutto ancora più romantico.Servizio ineccepibile, discreto e professionale, senza mai recare imbarazzo.Cantina dei vini di grande qualità.Quando arrivi alla cassa metti la mano al portafogli col sorriso perché ti rendi conto che sono soldi spesi bene...Ovviamente, esperienza da ripetere.",Hotel Relais San Lorenzo,2019-07-05,5 stelle
279,Pupinetti,"Veramente perfetto. In una location unica, a un passo dal centro di Città Alta, si trova questo gioiello di architettura e design, in cui si fondono lusso, cortesia ed esclusività. Appena si arriva, il personale si prodiga per parcheggiare l’auto e sistemare i bagagli. La suite è ben arredata, molto ampia ed ogni spazio è ottimizzato (perfetto il bagno dietro la camera da letto). Colazione eccellente in una grotta romanica indimenticabile. Molto gradite le attenzioni per le bimbe: accappatoi, ciabattine e peluche sui loro lettini. Alla prossima sortita a Leolandia, sicuramente torneremo",Hotel Relais San Lorenzo,2019-07-05,5 stelle
280,Chicco M,Abbiamo soggiornato una notte in questo piccolo campeggio in una casetta di legno. Bellissima location immersa nel verde molto pulito e tranquillo. I ragazzi sono gentilissimi e disponibilissimi lo consiglio vivamente,Camping Dolce Sole,2019-07-05,5 stelle
281,Syria,"Esperienza positiva da tutti i punti di vista: pulizia, gentilezza dei ragazzi che gestiscono la struttura, verde ben curato, organizzazione. Dopo tanti anni di hotel e vacanze super comode, abbiamo voluto riprovare l'esperienza del campeggio e devo ammettere che é stato tutto perfetto.Le piccole casette di legno sono pulitissime, nuove e con i giusti spazi, all' interno c'è anche un tavolino da usare come punto d'appoggio. Sicuramente consiglio questa struttura a tutti, anche a chi non é un amante dei camping, la soluzione delle casette è un giusto compromesso che permette comunque di vivere una vacanza a contatto con la natura ma con delle comodità in più.…",Camping Dolce Sole,2019-07-05,5 stelle
282,Nena P,"Io e il mio compagno abbiamo trascorso qualche giorno in questo stupendo campeggio!Le casette di legno sono pulite, spaziose quanto basta e soprattutto il profumo di legno è sensazionale! I bagni e le aree comuni sono puliti, il bar è piccolino ma non gli manca nulla! I proprietari sono ragazzi super simpatici e ci hanno fatto sentire subito a casa! Super consigliato per famiglie, per coppie e anche per una compagnia di amici!  Un saluto a Thomas!   Elena e Davide…",Camping Dolce Sole,2019-07-05,5 stelle
283,aliblini87,"Posto incantevole piccolo e tranquillo....le tende già montate sono molto ampie e soprattutto pulite. I bagni sempre puliti, unica pecca l acqua calda non sempre caldissima anzi spesso tiepida. I gestori super competenti e gentilissimi.  Ottima posizione.",Camping Dolce Sole,2019-07-05,4 stelle
284,Miriam T,"Il campeggio si trova a circa 800 m dalla spiaggia ed è facilmente raggiungibile. Abbiamo dormito in una delle casette di legno che sono nuove, piccole, ma molto graziose ed accoglienti;  davanti c’è un patio con tavolino e sedie. Il parcheggio gratuito è situato di fianco. I servizi sono molto puliti e mai affollati. Gli ospiti delle casette possono utilizzare una struttura con un gas per cucinare e un frigorifero personale riservato. Il campeggio è piccolo, semplice, molto silenzioso e tranquillo e sorge in mezzo al verde. I ragazzi che gestiscono la struttura sono disponibili e molto simpatici. Simone ci ha accolti facendoci sentire subito a nostro agio. Abbiamo fatto un’ottima colazione nel grazioso bar del campeggio. E’ stata una bella esperienza soggiornare al Dolce Sole!…",Camping Dolce Sole,2019-07-05,5 stelle
