"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"
"Paury"|"Ho soggiornato una notte in questa struttura e devo dire che mi sono trovato bene.la stanza era in ordine e pulita, il set bagno completo e alla mattina la sala colazioni risultava essere ricca di cibo dolce e salato. Un solo piccolo neo riguarda la reception che ha fatto storie per accettare un tipo di pagamento tramite carta (che utilizzo da almeno 5 anni in tutta Italia basta vedere le mie altre recensioni), abbiamo impiegato più di mezz’ora per far passare un pagamento per “autorizzazioni mancanti” ma che ripeto negli ultimi 5 anni ovunque in Italia non mi sino mai state chieste. Del resto tutto ok"|"Crowne Plaza Milan Linate"|"05/07/2019"|"TRAINING"|"ce"
"DanieleM"|"Siamo stati due notti in questa splendida struttura a San Donato Milanese. Il Plaza è sempre una garanzia. Camere confortevoli, personale gentilissimo,  complimenti alle ragazze della reception Marina, Ersilia e Sara, simpatiche, gentili e sorridenti. Colazione top. Parcheggio con custode h24 a 7 euro al giorno. Ci torneremo. Un caro saluto.."|"Crowne Plaza Milan Linate"|"05/07/2019"|"TRAINING"|"ce"
"olivia17f"|"La vicinanza a Linate è sicuramente positiva ma forse andrebbe rivisto lo shuttle che dovrebbe accompagnare a metro piu decorosein 10 minuti già in centro anche a pagamento.Ineccepibile pulizia,meraviglioso confort del sonno(gradirei conoscere marca cuscini e materassi)ottima colazione ma...frigo bar vuoto senza avviso,assenza di presa in bagno,e...phon nell’armadio del corridoio quindi inutilizzabile.peccato!"|"Crowne Plaza Milan Linate"|"05/07/2019"|"TRAINING"|"ce"
"Ricky"|"L'hotel è in zona abbastanza servita e raggiungibile. Vanta un bel parcheggio e uno anche custodito a pagamento. Linee moderne e hall centrale. Ristorante e centro congressi. Non ho visto le stanze perchè ho partecipato ad un congresso. Bagni puliti nonostante tantissime persone. Co spigliato per congressi."|"Crowne Plaza Milan Linate"|"05/07/2019"|"TRAINING"|"ce"
"FERLA74"|"Hotel bello ed accogliente. Ambienti puliti e personale molto gentile. Sale meeting molto curate. Parcheggio molto piccolo e pertanto molti di noi hanno dovuto parcheggiare fuori con rischio di multe e carro attrezzi. Cibo a buffet nella norma"|"UNAHOTELS San Vitale Bologna"|"05/07/2019"|"TRAINING"|"ce"
"giaser"|"Sempre un ottimo hotel per alloggiare  ma alcuni dettagli in camera andrebbero migliorati.I servizi igienici come il bidet sono troppo piccoli e troppo vicino alla parete.il tappo del lavabo ed il soffione della doccia andrebbero manutenuti un po meglio. La colazione buona e varia.…"|"UNAHOTELS San Vitale Bologna"|"05/07/2019"|"TRAINING"|"ce"
"maurobt"|"Posizione davvero strategica ad un passo dalla tangenziale, un buon hotel con camere ampie e pulite. Ampio anche il bagno ed è per questo che non si capisce la scelta di mettere un bidet mini....per me una pallina in meno solo per questo in hotel il comfort è la prima cosa e quando oltretutto hai spazio non si capisce la scelta. Colazione buona da hotel business quindi non troverete la torta di nonna papera ma tutto quello che erve per iniziare bene la giornata. Personale molto gentile, facilità di parcheggio. Lo consiglio ....anche se avete le gambe un po' lunghe -)))"|"UNAHOTELS San Vitale Bologna"|"05/07/2019"|"TRAINING"|"ce"
"Alberto Caleca"|"Diverse volte ho soggiornato in questo hotel, buona accoglienza e ottima ristorazione ( a prezzi corretti per Bologna)... La camera assegnata con muro sporco... Ultimo giorno acqua calda assente in doccia e per 3 giorni wifi lentissimo (lamentela condivisa da altri ospiti)...non scaricava nemmeno i messaggi di WhatsApp... Figurati potere lavorare..."|"UNAHOTELS San Vitale Bologna"|"05/07/2019"|"TRAINING"|"ce"
"Katia C"|"Ottimo hotel prenotato dal mio compagno, comodo , si trova all’uscita della tangenziale, parcheggio gratuito, camera spaziosa, pulita, bagno con bellissima e comoda doccia , materasso ottimo e colazione fantastica sia dolce che salata!!Personale gentilissimo"|"UNAHOTELS San Vitale Bologna"|"05/07/2019"|"TRAINING"|"ce"
"giuliano m"|"Hotel non modernissimo ma pulito elegante e facile da raggiungere sia in auto che in metro.  Stanza spaziosa e silenziosa  letto comodo.  Colazione con ampia scelta e servizio puntuale in location elegante"|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"Danjela V"|"Sono anni che prenoto qui e mai una delusione...magari leggermente fuori centro ma la fermata della metro é a due passi quindi nessun problema per muoversi. Buona la colazione è la pulizia,stanze spaziose"|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"CHIBE"|"Hotel che necessita sicuramente della manutenzione nelle camere che risultano datate anche se pulite.Mi sarei aspettata prese funzionanti ai comodini per poter caricare gli ormai mille apparecchi tecnologici che si anno. Servizio alla reception normale in check in e piacevole in check out.Parcheggio coperto sotto l'hotel comodo per dimenticare la macchina ed usare i mezzi pubblici (la metro dista 2 minuti a piedi dall'hotel fermata Porto di Mare linea gialla), forse un pò caro ma in linea con i prezzi di hotel 4/5 stelle.La cosa che più ci ha delusi è sicuramente la colazione. poca qualità, succhi creati da buste e fatti  solo da zucchero e coloranti, frutta fresca pessima e poco appetibile, pane che sembrava del giorno prima, miele per pancakes ma pancakes assenti.. ho avuto colazioni migliori in 2-3 stelle. Dovessi tornare la colazione la farei al bar e spenderei decisamente molto meno.Abbiamo prenotato due camere ed abbiamo chiesto camere comunicanti, alla fine abbiamo avuto due camere vicine e nelle stesso piano ma non siamo riusciti a capire se l'hotel dispone di camere comunicanti."|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"klivio"|"Vengo spesso in questo albergo nei miei fine settimana a Milano ed è sempre un piacere ritornarci. Vicinissimo alla fermata della metro che collega sia la stazione che il Duomo. Camera e bagno sempre molto puliti, apprezzo molto i canali sky sulla tv.Molto buona la colazione. Check in/out veloce, personale sempre gentile e professionale"|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"Tiberio S. d"|"Perfetto nel complesso.Colazione abbondante , personale gentile , tv con sky,  letti comodi e spaziosi.Igiene perfetta.Collegata perfettamente con tutti i punti della città usando la metro che si trova dietro l' angolo della strada dell' hotel.Da ritornarci"|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"Iuliana O"|"Molto accogliente, personale molto cordiale e professionale. Stanze grandi, eleganti e pulite. Molto attenti alle esigenze del cliente.Bellissimo posto, perfettamente collegato con il centro di Milano."|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"Patrizia P"|"È la seconda volta che visito Milano e per la seconda volta ho deciso di alloggiare in questo hotel. Vicinissimo alla fermata metro offre tutti i servizi essenziali. Camere molto ampie e pulite, bagni pulitissimi e grandi con tutti i servizi necessari. Colazione internazionale super abbondante, ci sono torte, crostate, croissant, cereali, frutta, ma anche uova, bacon, e chi più ne ha più ne metta. Personale gentilissimo e sempre disponibile per qualsiasi problema e necessità. La prima volta che ho alloggiato qui mi è subito piaciuto, la seconda volta è stata la conferma."|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"Cricri18"|"Penso sia la ventesima volta che torniamo in questo hotel e devo dire che le aspettative sono sempre meglio, le stanze sono spaziose il letto è veramente comodo e largo, ottima la colazione e lo staff ..... gentilissimo  e apprezzano gli amici a 4 zampe!!!!! Ci vediamo presto."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Mario V"|"Ci sono stato tante volte perché questo hotel per me è davvero insuperabile come qualità delle stanze, come buffet colazione, come gentilezza del personale. Mi aspetterei qualche prezzo più scontato ogni tanto…."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Laphonso80"|"Ho trascorso una notte in questo hotel per lavoro. Il personale è ottimo e cortese, le camere veramente confortevoli e la colazione abbondante e molto variegata. Consigliatissimo per chi passa da lì per affari."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Jkkerouac"|"Ottima struttura per chi lavora, posti comuni disponibili per incontri di lavoro.Camere ampie e ben arredate.Personale attento e disponibile.Colazione di livello.Ottimo rapporto qualità/prezzo.Wifi molto buono."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Raffaele M"|"Tutto perfetto in hotel. Degno di un 4 stelle. Niente da recriminare. Tutto nuovo e pulito. Il ristorante merita una nota di merito il personale molto gentile ed efficiente. Il cibo buono e i prezzi abbordabili. Una ottima scelta anche per cenare. posso solo muovere una minuscola critica per i tavoli troppo vicini ma proprio se voglio trovare un difetto quasi impercettibile. Consigliato, molto. Soprattutto il ristorante."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"ferdisvago"|"L' hotel è  situato a dieci minuti di strada a piedi da porta napoli, moderno, pulito, davvero confortevole. Il personale è gentile . La colazione è ottima. I piatti del ristorante sono un pò particolari per i miei gusti. Ci ritornerò sicuramente"|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"AndPed"|"Come ogni anno torniamo al Cosmopolitan per una giornata di workshop! Tutto perfetto, dall'organizzazione della parte meeting al food/beverage sempre al top. Camere spaziose, pulite e letto SUPER COMODO! A presto"|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"FABIOan70"|"Pernottato con un altra coppia di ritorno da un matrimonio. Ho apprezzato la qualità delle stanze (spaziose e silenziose) e il letto matrimoniale di misure extra large. Ottimo servizio alla reception e super coccolati nella colazione. La struttura è moderna, con ampio parcheggio e vicino all'ingresso dell'autostrada.…"|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Max G"|"Hotel in situazione strategica per business, con parcheggio ampio e gratuito. Camere spaziose e pulite, forse avrei gradito una migliore illuminazione sia in bagno che in camera.Letto ampio e comodo.Colazione davvero Super!"|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Markaccio"|"Hotel ove la cortesia regna sovrana.Camere tranquille, ampie e pulite.Unico neo la posizione. Purtroppo se si vuole raggiungere il mare, essendoci la ferrovia di mezzo, si è obbligati a fare il giro “largo” passando dallo stadio, quindi o si prende l’auto o si deve fare un bel giretto."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Vir90"|"Ottimo soggiorno, ottimo albergo, ottima la pulizia e buonissima la colazione della mattina. Il personale gentile ed educato. Consiglio questo posto in quanto è anche vicinissimo al centro, con 5 minuti di macchina si arriva facilmente."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Ale D"|"Classico hotel business. Si trova in comoda posizione tra l'autostrada e la città. C'è un ampio parcheggio esterno. Le camere sono ampie e ben arredate, dotate di tutti i comfort. Zone comuni con piacevole bar, grande reception. Il ristorante è di buon livello, non il solito ristorante da hotel. C'è anche una piccola ma attrezzata palestra. In complesso una buon soggiorno molto confortevole."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Er tortellino"|"L albergo è bellissimo e molto professionale. Il ristorante altrettanto...si mangia bene e tipicamente la cucina marchigiana che è ottima...personale educato e disponibile.tavole apparecchiate bene ed eleganza nella struttura."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"ferdisvago"|"L' hotel è  situato a dieci minuti di strada a piedi da porta napoli, moderno, pulito, davvero confortevole. Il personale è gentile . La colazione è ottima. I piatti del ristorante sono un pò particolari per i miei gusti. Ci ritornerò sicuramente"|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"LadyZ"|"L'hôtel é straordinario, la pulizia è molto curata, il personale gentile disponibile e accogliente. La colazione superlativa. Le camere sono molto belle e spaziose. Se dovessi trovare una pecca l'hotel è leggermente decentrato rispetto al centro. Esperienza da rifare."|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"Alessandra M"|"Nuovissima struttura, super moderna, stanze ampie, atmosfera con luci colorate in doccia, luce di cortesia toilette, arredamento moderno avvolgente, punti luce touch-screen con led blu il personale gentile e professionale, colazione favolosa."|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"Gessica"|"Uno dei migliori hotel della provincia.attenti a tutto anche ai particolari.pulizia maniacale ovunque.spesso pernottiamo qui cenando al ristorante dove qualità e cortesia regnano.gentilissimi ed educati.bravi"|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"Gianca S"|"Meravigliosa struttura, facilmente raggiungibile. Le stanze sono ampie, tutto tecnologicamente all'avanguardia. Da consigliare anche per la buona colazione con un'ampia scelta. Personale altamente qualificato e cordiale."|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"FM62"|"Hotel un po' decentrato ma a 200 MT dalla fiera. Col 28 in 15' si arriva in centro. Hotel recente, stanze sufficientemente ampie, bagno ben attrezzato. Buon WiFi , TV senza Sky. Colazione non proprio da 4*. Personale cordiale."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"ce"
