"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"|"predictedCategory"
"Alessandra Zorzon"|"Vacanza mamma e figlia.Eccezionale sia la location che il personale, vista sulla baia meravigliosa, stanze molto accoglienti, piscina stupenda, vacanza da sogno e da ripetere. Un grazie a tutto lo staff ."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"lx"
"Paolo R"|"Abbiamo soggiornato in questa struttura per una settimana. Devo dire che ci siamo trovati benissimo. Ambiente ben tenuto, curato, tranquillo ed in mezzo al verde. Staff gentile ed estremamente disponibile per ogni eventualità. L'hotel è posto a mezza collina con una vista spettacolare sull'abitato di Lipari che alla sera, complice anche l'illuminazione del lungomare/porto, assume un'aria ancor più suggestiva. La nostra camera, la n.44, si affacciava direttamente sulla piscina a sfioramento che come dava l'impressione di finire direttamente in mare. Non fatevi spaventare dal fatto che l'hotel non sia situato in centro paese, viene offerto un ottimo servizio navetta che di fatto rende nulla la distanza. In ogni caso, volendo fare due passi, parliamo di una decina di minuti a piedi. Per la cena molto spesso abbiamo usufruito del ristorante Chimera facente parte del gruppo, anche se a qualche minuto da villa Enrica, ma come dicevo poc'anzi, con il servizio di trasporto offerto, non ci sono stati problemi. Anche in questo caso il trattamento riservatoci è stato di primissima qualità. Piatti ottimi presentati in modo eccellente. Ottimi i crudi di pesce serviti anche con una certa coreografia. La squadra capitanata dal maitre Simone, si è rivelata essere all'altezza della situazione. Non si poteva pretendere di meglio. Siamo stati seguiti e coccolati oltre ogni aspettativa. Un bravo a tutti, più che meritato. Mi sento certamente di consigliare questa struttura a chi volesse trascorrere alcuni piacevolissimi giorni a Lipari.…"|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"gloria b"|"Scrivo per non e per conto delle stanze 18 19 e 28 dal 7 al 21 settembre. Location favolosa, hotel inserito in un contesto naturale spettacolare, personale gentile e professionale, camere spaziose e pulite e servizio ottimo."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"sp"
"Luca C"|"Ho soggiornato con la mia famiglia nel periodo 20-24 agosto, purtroppo non fortunato dal punto di vista meteorologico. L'hotel è curatissimo in ogni dettaglio, la piscina ha una vista davvero unica. La prima colazione viene servita in prossimità della piscina e devo dire che la mattina era davvero fantastico iniziare la giornata con quella vista sul porto di Lipari e sul mare. Il personale (dalla reception al servizio per la prima colazione) è davvero fantastico e sempre disponibile per soddisfare le esigenze del cliente. Addirittura il personale ha utilizzato la propria auto privata per venirci a prendere al porto poiché, a causa del fortunale di venerdì 24 l'auto elettrica di servizio era fuori uso. Questo la dice lunga sull'attenzione verso il cliente, e devo dire che questa attenzione si percepisce tutta. Solo qualche spunto di miglioramento: - riguardo la colazione, avremmo molto gradito gustare qualche dolce siciliano (solo una mattina ci sono stati servici dei cannolini molto buoni, peraltro) - il personale è sempre molto disponibile per accompagnarti verso il centro e viceversa (fra i servizi è previsto solo nel giorno di arrivo e partenza) e questa è stata una gradita sorpresa, tuttavia questa disponibilità cessa alle 21 onestamente, vista la posizione ed il livello dell'hotel, penso che almeno fino alla chiusura della reception sarebbe buona cosa renderlo disponibile, anche visto il costo del taxi verso l'hotel (obbligatorio in quanto il tragitto da centro ad hotel anche se non è lunghissimo è comunque poco illuminato). - in camera sarebbe stato molto gradito qualche appendi abiti a muro in più (peraltro, vista l'ampiezza il posto non manca). Per il resto davvero un soggiorno spettacolare.…"|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"StefanoGaravini"|"Siamo stati all'hotel Villa Enrica per qualche giorno nel mese di settembre e devo dire che il mio giudizio è ottimo. La location è meravigliosa, qui siamo al mare è vero, siamo alle Eolie: sembra però di stare quasi in campagna. Le camere sono molto caratteristiche e molto ben curate e la piscina a sfioro dell'hotel è incantevole ed invita a gustarsi cocktails o del buon vino. La sera poi il silenzio e la pace!!Bravi e complimenti, torneremo di sicuro."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Teresa A"|"Mi è capitato di alloggiare a Lipari all'hotel Villa Enrica durante un viaggio con la famiglia. Sono rimasto colpito dalla location, dalla gentilezza dello staff e soprattutto dalla piscina. Quest'hotel con vista sul mare, ha una piscina a raso acqua a dir poco meravigliosa. Bagnarsi li era di conforto e relax dopo le dure giornate al mare. Lo staff cordiale in ogni tua richiesta ed attento ad ogni esigenza. Consigliatissimo."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"lx"
"LoiaconoH"|"Abbiamo soggiornato una notte in questa struttura suggerita dal vicino Hotel Mea che era al completo. Molto bello entrambi, con piscina panoramica, ambiente elegante e raffinato, letto comodissimo e camere molto spaziose, con una cucina sul terrazzo. Da tornare presto!Grazie a Sarah per la sua infinita ospitalità Helen e Manuel"|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Lea G"|"Sono stata con amici a Lipari presso Hotel Villa Enrica ,il posto è incantevole,il personale super gentile e disponibile.La piscina vista mare ...fare colazione guardando L immensità del mare.Lo consiglio a tutti anche per famiglie con bambini.Tornero’sicuramente"|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Adriana B"|"Abbiamo soggiornato per una notte in questo hotel sulla collina di Lipari con vista mozzafiato sul porticciolo di Marina Corta. Il personale è stato estremamente disponibile. Molto comodo il servizio di navetta gratuita per raggiungere il centro. La camera con vista sulla piscina e sul mare era spaziosa e molto confortevole. La piscina a sfioro con vista sul mare è veramente indimenticabile. Ottima colazione."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Andrea P"|"Che dire di questa vacanzetta post matrimonio a Villa Enrica?Innanzitutto, siamo rimasti a bocca aperta non appena arrivati alla struttura, che si affaccia prepotentemente sulla baia di Lipari. La vista è mozzafiato e incantevole. Per quanto riguarda i servizi, il personale è stato gentilissimo, dall'organizzazione precisa dei taxi fino al porto alla colazione, varia e con prodotti locali e di qualità (su tutti la marmellata/miele di Luigi e le torte fresche). Peppe, Mauro, Daniele, Giovanni, Monica e Marina, simpaticissimi e molto professionali, rendono questo posto accogliente e alla mano. Rendono decisamente onore all'ospitalità Liparota. Da migliorare la stanza(#26). Nonostante il bel terrazzo, pecca per mancanza di appendini in bagno dove mettere accappatoio/asciugamani e del porta sapone nel box doccia. Infine, sapendo che ci eravamo sposati la settimana prima, una bottiglia di vino sarebbe stata gradita al nostro arrivo."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Giuseppe D"|"Buonasera,Il resort si trova a circa 1km dal porto e di conseguenza dal centro. La struttura è di modeste dimensioni  ma possiede stanze che pur non essendo nuovissime si presentano spaziose, funzionali e pulite. La navetta a disposizione è gratuita ma solo fino alle ore 21:00, oltre questo orario bisogna usufruire dei taxi che richiedono 15,00€ per riportarvi indietro (1km).La colazione dolce è sufficiente, il salato poco variegato, inoltre un po' prima dell orario di chiusura i camerieri rallentano notevolmente il rimpiguamento di cibo e bevande. La piscina è stata di mio gradimento, specie la vista che offre, peccato forse inagibile quella più piccola posta in basso alla stessa, evidentemente per un guasto.Il nostro gruppo ha optato per la mezza pensione. Il ristorante è quello dell'hotel Medea a  circa 800 m da villa Enrica. Il servizio assolutamente inadeguato e non all' altezza, peccato perché la struttura merita e ha del potenziale inespresso. I piatti ben definiti, l'impiattamento ottimo e tranne rari errori di cottura le portate erano gustose e di livello.Il mio giudizio complessivo è positivo. Lo consiglio.Saluti"|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Ing Alessia B"|"Mi dispiace scrivere questa recensione . Hotel dalle potenzialità altissime . Struttura molto bella e con una vista e una piscina mozzafiato. Le foto della piscina pubblicate danno bene L ‘idea . Ragazza alla reception Monica  davvero disponibile .Passiamo ai lati negativi:-servizio navetta per il centro comodissimo ma alle purtroppo finisce alle 21 .. quindi se volete andare a cena fuori bisognerà prendere un taxi (non molto onesti 15 euro per 1 km) - colazione cornetti surgelati e quelloChe finisce non viene rimpiazzato . Il salato meglio lasciar perdere -zona piscina centro ricreativo per un parenti dei proprietari Peccato davvero ... si perdono per poco per essere un ottima struttura"|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"sp"
"andpaio"|"Mi sono trovato nella spregevole situazione di sentirmi ospite a casa di qualcuno che non mi aveva invitato: in tutta la struttura ritrovi il cane dell'hotel che ti segue e importuna(compresa piscina e reparto colazione), vai in piscina sperando in un pomeriggio di tranquillità ma trovi il figlio del titolare che ti schizza l'acqua e schiamazza mentre il l'altro figlio o nipote fa il saputello ad alta voce per ore con gli amici rovinando la tua pace. Vai a colazione e ti trovi una torta fresca su 5 vecchie, il cibo avanzato la sera al Ristorante qualche giorno prima, finisce la frutta e non viene rimpiazzata.Chiedi al personale spiegazioni e soluzioni ai problemi ma lo loro risposta è: 'non lo so'. Questo è un peccato perché le camere sono belle, la piscina fantastica, la posizione strepitosa. Ci vuole professionalità e una persona del settore che lo diriga. Quando il cliente paga vuole attenzione"|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"sp"
"enzino2018"|"Ottima la qualità dell'albergo, ottima la cortesia e disponibilità del personale, superbo il panorama sul mare che si gode dalla piscina e dalla camera da letto che abbiamo preso. Esperienza da ripetere."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"nazarove"|"Camere accoglienti, ottimo servizio e struttura eccellente. Abbiamo trascorso una vacanza da sogno e tutto è stato magico  la piscina è spettocalare così come tutto il resto . Servizio impeccabile"|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"lx"
"ViaggiatoreMondo83"|"Siamo stati sfortunati in quanto siamo finiti in una matrimoniale antiquata...fuori una piccola veranda con un tavolino che però era inutilizzabile a causa delle zanzare. Cabina doccia non entusiasmante... Nonostante questo abbiamo notato altre stanza più moderne... L’hotel gode di una bella vista Lipari...la biancheria era profumata e la stanza pulita."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Giulia B"|"Villa Enrica si meriterebbe una recensione a 5 stelle se non fosse per il servizio. La piscina è spettacolare, con una vista unica sul golfo. L’unico difetto è l’acqua un pochino sporca, ma comunque resta il pezzo forte. La camera è bella, confortevole. La colazione varia e gustosa. Il problema è il servizio. Fatta eccezione per Monica (reception) e Chiara (colazione) simpatiche e disponibili, il resto del personale era poco disponibile e poco attento. A colazione servirebbero probabilmente una o due persone in più, per evitare di lasciare i tavoli costantemente con i piatti sporchi dei precedenti ospiti. Posate e bicchieri sempre mancanti, da lavare frettolosamente sul momento in seguito a richiesta nostra. Pulizie un po’ approssimative. Ultimo neo è che, essendo molto lontano dal centro, sarebbe utile avere il servizio navette gratuite. Nel nostro, tranne una volta, sono stati gentili e ce l’hanno fornito gratuitamente ma in ogni caso è spiacevole mendicare."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Furvari"|"Consiglio di andare in questa splendida location,posto fantastico e personale gentilissimo. Noi abbiamo soggiornato in una stanza vista mare,pulita, spaziosa e con un panorama super. Il panorama che si vede dall’alto mentre sei in totale relax in piscina e’ impagabile.Vi consigliamo inoltre di cenare al ristorante Chimera che fa parte dello stesso gruppo di hotel con Villa Enrica.I ragazzi del ristorante sono gentilissimi e super disponibili...lo chef ??!era tutto buonissimo!un saluto al disponibilissimo signore che organizza i transfer per la cena. Siamo andati via oggi pomeriggio ma torneremo presto sicuramente!Grazie."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Massimo G"|"Poco distante dal centro di Lipari offre camere confortevoli e una vista mozzafiato. La gentilezza e professionalità del personale vi permetterà di trovare una soluzione a tutte le vostre esigenze. Fare colazione sulla terrazza o fare un bagno nella piscina panoramica vi faranno sentire come su un set cinematografico. Ottimo anche il ristorante la Chimera."|"Hotel Villa Enrica - Aeolian Charme"|"05/07/2019"|"SCORE"|""|"ce"
"Melania R"|"Bellissimo agriturismo tra l'Etna ed il mare.  Immersi tra i limoni, gli appartamenti sono di recente ristrutturazione, ampi, confortevoli, puliti. Il proprietario molto gentile ci ha fornito tante informazioni su gite e posti vicini.  Il posto merita davvero di starci almeno una notte ...…"|"Agriturismo Il Limoneto"|"05/07/2019"|"SCORE"|""|"sp"
